nTb	1010100	0000010	1010110
nTf	0110100
nT'	1010000
nC*	1100100
nCnC	0000100
nSr	0000010
nS'	1010000
nfll	1000100
nfs	1010100
nfr	1010100
nfrq	1000100
nfnf	0010100
nfg	1100000
nfT	0000100
nf'	1100001
n'q	1101010
nN*	1100000
nwt	1010000
nwz	1010000
n'd	1101000
n'T	1100000
nfq	1100000
nWqnWq	0010000
'lq	1000010
'lf	1001010	1001010
'mm	1001000	1001000
'ms	1001000
'mq	1001000
'mn	1101010	1101010
'mS	1001000
'm'	1101000
'sr	1100011
'sb	1101010
'rm	1100000	1001000
'rs	1101000
'rr	1001000
'rd	1001010
rj*	1001000
'rg	1001000
'rf	1001000
'x*	1100010
'xm	1100000
'xg	1101000
'qb	0100000
'qd	1101000
'qf	1101000	1101000
'bl	1001000
'bs	1000010
'br	1001010
'bd	1001000
'bT	1001001
'tm	1101000
'tb	1100000
'tt	1100000
'ns	1001000
'nq	1101010
'nks	1001000
'nT	1001000
'nS	1101000
'kl	1001010	1001010
'km	1101000
'kr	1100000
'kk	1101001	1101001
'wr	1100000
'wq	1101010	1101010	1101010
'wk	1100000	0001000
'wd	1101000
wj*	1101000
'zl	1101010
'zn	1001010	1001010
'zz	1101000
'y*	1001010	1001010
'dl	1101001
'dm	1101000
'ds	1101001
'dr	1001010	1001010
'dn	1100000
'dg	1001000
'df	1001000
'jl	1101000
'jb	1001000
'gt	1100000
'gz	1100010
'gd	1001000
'gWl	1001010
'gWr	1001000
'Tr	1001000
'Tb	1101010	1101010
'Tn	1001000
'Tf	1100010
'T'	1101010
'Cq	1100000
'Cd	1001010
'fs	1101000
'fr	1101010
'fn	1101010
'fg	1100010
'rq	0101000
'rz	0100000
kll	1000100
kls	1101100
klb	1000110
klkl	1100100
klws	0000100
klf	0000010
kmr	1100000
kmc*	0000100
ksl	1010000
ksm	1010000
kss	1100100
ksr	1010000
kst	1100000
ksks	1110100
krm	1010110
krr	1010100
krbt	1000010
krtt	0110100
krcm	1100000
krkr	1110000	0000100
kry*	0000100
krff	0110000
kbll	0000100
kbsbs	0110000
kbr	1111000
kbb	1010100
kbt	1000100
kbkb	0000100	0000100	0010000
kbd	1010100
ktl	0101010
ktlb	0000100
ktm	1000010	1010000
ktb	1100000
ktt	1100100
ktkt	0110000	1000100
ktf	0000010
knb	0000010
knbl	1100000
kncr	1100000
knn	1010000
knwn	0000100
knd'	1001000
knf	1010010
knfs	0010000
kwrr	0000100
kwtt	0000100
kwkw	0110000
kdn	1000100
kfl	1100111	0010000
kfrr	1100000
kf'	1111010
k's	1101010
k'b	1101010
k'n	1101000
k'k'	0101010	0101010
k'd	1001010
kff	0110000
k'f'	0010000
kWltf	0000110
kWlkWl	1100000
kWlx*	0110000
kWmtr	0000100
kWmk	1100000
kWss	1010100	1010100
kWstr	1000100
kWrmt	1100100
kWrf	0011110	0000100	1000010	0011110	0000100	0011110
kWrff	0110000
kWr'	1010010
kWxkWx	0000100	0000010
kWbll	1011000
kWbkWb	0010000
kWtt	0000100
kWtkWt	0010000
kWnsns	0000100
kWntr	0010000	0110000
kWntx	1100000
kWfs	1100000
kWfnn	0000100
kWfkWf	0110000
kW'l	1100010
kW's	0110000
kWx*	1010000
kWff	0110000
wlmm	0000100
wlmT	0000100
wlq	1010011	1010011
wlb	0000010
wlkf	1000110
wlwl	1110000	1010000
wld	1100100
wlgm	1000100
wlgd	1000110
wld'	0110000
wslt	1010000
wsbsb	0000100
wsn	1100100
wsws	1100100
wsd	1101101
ws'	0110000
wrs	1110010
wrr	1100000
wrwr	1100100
wrz'	1010000
wrd	1100110	1011110
wrgrg	0100000
wrC*	0000100
wr'	0101100	1010000	0111100
wxl	1000010
wxm	1100000
wxq	1100000
wxk	0000100
wxkt	1000100
wxgr	1000100
wqs	1101000
wqr	1100100
wqT	1100100
wq'	1100100
wbr'	1000100
wbq	1010000
wtr	0000010
wtbtb	0100010
wtf	1100010	1100010
wnbd	1000110
wnkr	0000100
wnwn	0000100
wnjl	1101000
wng	1100000
wnT	0100000
wnCf	1100100
wnfl	0000100
wkl	1100000
wkb	0000100
wk'	0010110
wzt	1100000
wzwz	1100100
wzf	1100000
wz'	1000010
wzgb	0110000
wdl	1010000
wdm	1010000
wds	0110000
wdr	1100000	0000010
wdq	1000100
wdn	1100000
wdd	1101100
wgr	1100000
wgz	0110000
wgd	0101000
wg'	1101100	0010000
wTr	1100110
wTn	1100010
wT'	1110110
wfr	1010000
w'l	1010010
wll	1010000
wlg	1010000
w's	0110000
w'b	0101000
wtt	1010000
wN*	1001000
w'w'	1010000
w'z'	0110000
wy*	0010010
w'T	1101000
zll	1100100	1001000	1001000
zlq	1100100
zlzl	1110100
zlglg	0110000
zlf	1001000	1001000
zlflf	0110000
zmm	1010000
zmr	1010000
zmt	1010100
zmzm	1100000
zmd	0000100
zrr	1100000
zrbrb	0110000
zrbb	0110000
zrkrk	0110000
zrkt	1100000
zrzr	0110000	1100100	1000100	1010100
zrgf	1100000
zrg'	1100110
zrT	0010110
zrTT	1110000	1110000
zrf	1101000	0000110	1101000
zrfT	0100100
zrff	0110000
zr'	1110000
zqzq	1110000
zqT	1010000
zbt	1000010
zbnn	0000100
zbT	1110000
zb'	1000100
zbrq	1110010
zbWTbWT	0110000
znq	1100100
znb	1010000
znbl	0010000
zntr	1100000
znkt	0000100
znzn	1000100
zng'	1110100
znT	1010000
znTl	1100000
znTf	1100000
znf	0000100
znfl	0000100
zn'	0000110
zkr	1110000
zwr	0010110	1010110	1010010
zwtr	0110000
zym	0010000
zyn	1100000
zgm	0010000
zgn	1101000	1101000
zgy*	1010000
zgj*	0000110
zgT	1010000
zg'	1110000	0010000
zgWrgWr	0110000
zTr	1100000
zTzT	0010000
zfq	1101000	1101000
zfn	1001100	1001100
zfzf	0110000
zfTT	0110000
zff	1000100
z'l	1010000
z'q	1100000
zqWn	1010000
zbr	1010000
z'z'	0100010
z'g	1010000
ZlT	1001000	1001000
ZmWlmWl	0110000
Zrgd	1100000
Zrgg	1110000
ZqZq	0110000
Zbrr	0000100
Zbb	0000100
Zwll	0110000
ZgWrgWr	0110000
y'z	1101010
dll	1100000
dlmT	1010000
dlq	1100000
dlqq	0000100
dlb	1010000
dlz	1100000
dldl	1100100	1000100
dl'	0010100
dmll	1100000
dmm	0101000
dmss	1100000
dmr	1000100
dmq	1010100
dmT	0110110
dm'	1000100
dss	1000100	0000100	0000100
dst	0101000
drms	1100000
drs	1110110
drq	1010100
drb	1100010
drbb	0110000
drkk	0110000
drdr	0110000	1100100	1000100
drj*	1010110
drg	0111100	1100000
drgm	1100000
dr'	0110000	0000100
drgWt	0010000
dxdx	0010000
dql	1100100
dqq	1010100
dqn	1100000
dqdq	0110000	1110000
dqWs	1100100
dbl	1000100
dbll	1100100
dblbl	0110000
dbs	0000010
dbss	0110000
dbr	1100000	1010000
dbq	1100010
dbn	1010000
dbkbk	0110000
dbzz	0110000
dby*	0010100
dbdb	0110000	1101100	1001100	0110000
dblq	1010011
dbWlbWl	0110000
dns	1001000
dnsr	0100000
dnq	1111100
dnqr	1100000
dnqf	0000110
dnqWr	1010100
dnbr	0000100
dnkr	0000100
dnz	1010000
dnzz	1010000
dngr	0000110
dngz	1010000
dngg	1100000
dngT	1000100
dngWr	1000110
dnfq	1001000
dkm	1110100
dkr	1100000	1010000
dkk	1000100
dkdk	0110000
dk'	1000100
dwl	1100100
dwr	1100100
dzdz	0010000
ddb	1010000
dgm	1001111
dgs	1100000
dgdg	0011000
dgf	1101010
dgWlgWl	0110000
dgWm	1100000
dfr	1100110
dfrs	1010000
dfq	1100000
dfn	1110110	0110000
dfdf	0000100
dfT	1010000
dfTT	1100000
dfTfT	0110000
df'	1100111	1100111
dlT	1010000
dmn	1010010
dxq	1010000
dqWn	1010000
d'n	1100000
dN*	1100000
dgt	0010000
d'T	1010000
dWldWl	0110000
dWldWm	1010000
dWrr	0110000
dWxdWx	0110000
dWbr	0011000
jyl	0010010
jljl	0110100
jmr	1101000
jbWn	1100000
jnn	1100000
jnjn	1100000
jgn	1000100
gll	0110000	0110000
glmWt	0010000
glsls	0110000
glss	1100000
glb	1100000
glblb	0110000
glbT	1101110
glt'	0000100
glwd	0000100
gldm	0110000
gljj	0110100
glgl	0110000	1100100
glT	1100100
glTT	1110000	1110000
glfT	1100000
glff	1100000
glmT	1100000
gml	1100000
gms	1000100
gmxr	0000100
gmt	1101010
gmn	1000010
gmgm	0110000
gmT	1100000
gm'	1000010
gsS	1100000
gs'	0011000
grm	1101000
grr	1010000
grx*	0010000
grbb	0110000
grz	1100000
grgr	1010000
grgb	0110000
grf	1100100
gr'	1100000
gxlT	1100010
gxr	1100000
gxx*	0010000
gxgx	0110000
gbsbs	0110000
gbz	0100000	1100000
gby*	1000010
gbdd	0000100
gbgb	0110000
gb'	1010110
gtltl	0100000	0010000
gtr	1100110
gtt	1000100
gtgt	0000100
gt'	1100000
gcgc	0110000
gnbT	0010000
gnb'	1100000
gntr	1010000
gnn	1010100
gnN*	0000100
gnzb	0101100
gnds	1100000
gndr	0010000
gngn	1010000
gnTl	1100000
gnfl	1110000
gnf'	0110000
gN*	0111000
gwll	0000100	0000100
gzt	1100000
gzgz	1100000	0000100
gzf	1010000
gz'	1100000
gyT	0011010	0100000
gdl	1100100
gdm	1101000	0000100	1010100	0010100
gdr	0100010
gdrdr	0110000
gdb	1100000
gdd	1101100	1101100
gdgd	0110100	1100000
gdf	1111000
ggm	0010000
gTm	1000110
gTgT	1100000
gTT	0000100	1010000
gC*	1100100
gCgC	0110100
gfll	0100000
gflfl	0110000
gfgf	0110000
gfTT	0110000
gff	1000100	1010000
gf'	1100111
g'l	1010010
g'm	1000010
grT	1100000
g'r'	0110000
g't	1100000	0010000	1110000
g'z	0110000
gy*	1010000
g'g'	0100010
g'T	1010010
gTr	1010000
gfT	0110000
gWlt	1100000
gWldm	1010000
gWldf	1000100
gWlgWl	1100000
gWl'	1010000
gWmll	0000100
gWmr	1100000
gWmt	1100100
gWmj*	1001000
gWmgWm	1010000
gWsr	1100000
gWsqWl	1000100
gWrmrm	0000100
gWrb	1010010
gWrbt	0000100
gWrdd	0000100
gWrT	1000010
gWrf	1010000
gWbr	1110000
gWbrr	1110010
gWbb	1000100
gWbN*	1001000
gWbdd	0010000
gWbgWb	0100000	1010000	0110000
gWtt	1100100
gWtn	0010000
gWnqWl	1010000
gWnb	0000010
gWnbs	0110100
gWnzl	0000100
gWnC*	0100000
gWnSf	0000100
gWdl	1010100
gWdN*	0000100
gWdd	0000100	0110000
gWdgWd	0110000	0100000	0010000	1010000
gWdf	1010000
gWd'	1110000
gWTgWT	0010000
gWfr	1010000
gWfTT	1100000
gWff	0000100
gWmT	0010000
gW'n	1010000
gW'z	0111010
gWgWl	1010000
gWgWr	1010000
gWgWT	1001000
gW'gW'	1010000
gWTT	0110000	0110000
gWfl	1010000
Tll	0101100	1010000
Tlq	1010010
TlTl	0110100
Tlf	1100010
Tl'	1101110	0010000
Tmlml	0100000	0010000
Tmm	1000100
Tmr	0000100
Tmq	1110000
Tmzmz	0110000
Tmzz	1100100
Tmd	1110100
TmTm	1100000
Tm'	1111000
TmWr	1100000
Trms	1100000
Trs	1000100	1000100
Trq	1100000
Trqm	1100000	0000100	0000100
Trq'	1010000
Trbb	0110000
Trwz	0000100	0110000
Trz	1100010
Trzz	0110000
TrTr	1110000	1100100	1000100
Tr'	1101010	1010100	0110000
Tqll	1000100
Tqm	1100010
Tqs	1000110	1010110
TqTq	1100000
Tq'	0111000	1100000	1001000
TqWm	1100010
TqWr	1111000
Tbs	1100100
Tbrr	0000100	1010000
Tbrbr	0110000
Tbq	1100000	1111010	1000100	1011010
Tbb	0100000	1010100
Tbdl	1010000
TbTb	0000110	1000110
Tb'	1010000
Tnss	1100000
Tnqr	0000100
Tnqq	1101100
TnqWl	1001000
Tnbs	1000100
Tnbr	0000100
Tnb'	1010000
Tnn	1010000
Tnkr	1010100
Tnz'	1010000
Tng	0010000
Tngr	0000100
TnTn	0010000
Tnff	1010000
Tn'	0111010	1000010	1000010
Twlwl	0010000
Twr	1100000	1100000
TzTz	1000100
Tym	1010000
Tyq	1111110
Tdq	1010000
Tdf	0000100
Tgb	1010100
Tgn	1001000
Tg'	0101110
TTr	1010000
TT'	1011100
Tfr	1000110
TfTf	0110000
Tff	1010000
Tf'	1010110
T'l	1101011
T'm	1000010
T's	1100000
T'r	1000010	0000010
T'd	1100000
T'T'	0100010
T'f	1100000
TfT	1010000
Tyn	0110000
Twl	0110000
TWlTWl	0110000
TWxTWx	1000010	0000010
TWnTWn	0010000
Twz	1010000
TWzTWz	0110000
Twf	1000010
Clm	1010000
Clq	0010000
ClT	1000100	1000100
ClCl	1010000
Cmlq	0000110
Cmr	1100010
Cmt	1010000
Cmtr	1000110
Cmdd	1000110
CmCm	1100000
Cys	1010010
Crmm	0000100
Crmt	0000110
Crs	1101100
Crr	0000100
Crq	0010000
Crt	0000100	1010000
Crgg	0110000
CrCr	0110000
Crff	0110000
CqCq	1000100
CqWn	1100000
Cbsbs	0110000
Cbrr	0110000
Cbrbr	0110000	0010000
CbT	1101010
CbCb	0111000	1010000
Cnq	1101010
CnqWr	1000100
Cnbs	0000100
Cngf	1001100
CngWl	0000100
Cnfr	0000100
Cwt	0000100
Cgg	1010000
CgWr	1010000	1010000
Cflq	1100000
Cfr	1101100
Cfrr	0110000
Cfq	1100000
Cfn	1100010
CfCf	1110000	1110000
C'm'	0100000
C'r	1110010
C'n	1101010
C'C'	0100010
Cwl	0010000
Cwh	1111010
Sly	1010000
Srr	0000100
Sbrq	0000100
Sns	1100000
Syf	0111000	0111000
Sdq	1010000
Sd'	1010010
SSt	1100000
S'f	1000010
flm	1000100
fls	1010100
flss	0000100
flsf	1100100
flq	1010010
flqq	1100000
flklk	0110000
flg	1101110
flfl	1100000
fl'	1010000
fss	1000100	1010100
fsk	1100000
fsg	1100000
fs'	1001000
frm	1100010
frmrm	0110000
frs	1010111
frq	0000010
frqrq	0000010
frqq	1100100
frns	0100000
frks	1100010
frkrk	0110000
frkk	0000100
frzz	0110000
frd	1101100
frgrg	0110000
frgT	0000100	0000100	0000100
frT	1010010
frTm	1010000
frTT	0000100
frfr	1100000	0000100
fr'	1101000	0010000	1101000
fqr	0110110
fqd	1101010
fqfq	0110000
ftl	1000100
ftltl	0110000
ftlk	0110000
ftt	1000100
ftn	1100010
ftg	1000110
ft'	1100000	1010110	1010110
fnql	1100100
fncr	1100000
fnds	0100010
fndr	0010000
fndd	0010000
fngl	1100000
fngT	0010000
fnTr	0101110	0101110
