fnTq	1000100
fnTT	0000100
fnfn	0000100
fws	1100000
fzz	1010000	1000100	1010100
fj*	1000100
fgm	1010000
fgmgm	0110000
fgfg	1100100
fTm	0100010
fTr	1100000
fTrq	1100000
fTn	1000100	1010100
fTT	1010100
fTfT	1100000
fC*	1000100
fCrCr	0110000
fCfC	0110000
fSm	1101000
f'm	1010010
fxk	0010000	0010000
f'q	1010000
fds	0010000
f'g	1010000
fyz	0010000
fWlfWl	0110000
fWxfWx	0110000
fWqq	0000100
fWdfWd	0110000
fWgr	1101000
fWxr	0010000
fWC*	0010000
fW'fW'	0100010
